studentnum,course.id,ctar_q1_1,ctar_q2_1,ctar_q3_1,ctar_q4_1,ctar_q5_1,ctar_q6_1,ctar_q7_1,ctar_q8_1,ctar_q9_1,ctar_q10_1,ctar_q11_1,ctar_q12_1,ctar_q13_1,ctar_q14_1,ctar_q15_1,ctar_q16_1,ctar_q17_1,gender,class
913,GC1_B_2016_4,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Very typical of me,Very typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Not at all typical of me,Not at all typical of me,Quite typical of me,Female,Freshman
914,GC1_A_2016_4,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Female,Freshman
915,GC1_B_2016_4,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Male,Freshman
916,GC1_B_2016_4,Not at all typical of me,Very typical of me,Not at all typical of me,Very typical of me,Not at all typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Very typical of me,Very typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Male,Freshman
917,GC1_A_2016_4,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Male,Freshman
918,GC1_B_2016_4,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Male,Freshman
919,GC1_B_2016_4,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Female,Freshman
920,GC1_A_2016_4,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Female,Freshman
921,GC1_A_2016_4,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Male,Freshman
922,GC1_B_2017_4,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Quite typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Very typical of me,Male,Junior
923,GC1_A_2016_4,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Female,Freshman
924,GC1_C_2017_1,Only somewhat typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Only somewhat typical of me,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Male,Freshman
925,GC1_B_2016_4,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Freshman
926,GC1_A_2016_4,Quite typical of me,Quite typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Very typical of me,Only somewhat typical of me,Quite typical of me,Very typical of me,Male,Freshman
927,GC1_A_2017_2,Only somewhat typical of me,Very typical of me,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Very typical of me,Not at all typical of me,Quite typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Very typical of me,Male,Sophomore
928,GC1_A_2016_4,Only somewhat typical of me,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Female,Freshman
929,GC1_A_2016_4,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Quite typical of me,Male,Freshman
930,GC1_B_2016_4,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Very typical of me,Quite typical of me,Very typical of me,Quite typical of me,Male,Freshman
931,GC1_A_2017_2,Quite typical of me,Quite typical of me,Very typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Female,Sophomore
932,GC1_B_2016_4,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Freshman
933,GC1_C_2017_1,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Female,Sophomore
934,GC1_A_2016_4,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Male,Freshman
935,GC1_B_2016_4,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Male,Freshman
936,GC1_A_2016_4,Only somewhat typical of me,Very typical of me,Only somewhat typical of me,Very typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Freshman
937,GC1_C_2017_1,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Very typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Quite typical of me,Very typical of me,Not at all typical of me,Quite typical of me,Very typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Male,Freshman
