studentnum,course.id,ctar_q1_1,ctar_q2_1,ctar_q3_1,ctar_q4_1,ctar_q5_1,ctar_q6_1,ctar_q7_1,ctar_q8_1,ctar_q9_1,ctar_q10_1,ctar_q11_1,ctar_q12_1,ctar_q13_1,ctar_q14_1,ctar_q15_1,ctar_q16_1,ctar_q17_1,gender,class
710,GC1_A_2018_2,Quite typical of me,Only somewhat typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Not at all typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Very typical of me,Male,Sophomore
712,GC1_A_2017_2,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Female,Freshman
713,GC1_B_2016_4,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Very typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Male,Freshman
714,GC1_A_2016_4,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Very typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Very typical of me,Male,Freshman
716,GC1_A_2016_4,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Female,Freshman
717,GC1_A_2017_2,Quite typical of me,Very typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Sophomore
723,GC1_B_2016_4,Only somewhat typical of me,Very typical of me,Quite typical of me,Not at all typical of me,Very typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Very typical of me,Quite typical of me,Not at all typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Female,Freshman
726,GC1_A_2016_4,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Very typical of me,Very typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Male,Freshman
727,GC1_B_2017_4,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Very typical of me,Very typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Female,Freshman
728,GC1_B_2016_4,Very typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Not at all typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Very typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Freshman
730,GC1_A_2017_2,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Female,Freshman
735,GC1_B_2017_4,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Quite typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Female,Sophomore
737,GC1_C_2017_1,Quite typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Female,Freshman
741,GC1_A_2017_4,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Quite typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Only somewhat typical of me,Very typical of me,Very typical of me,Male,Freshman
743,GC1_B_2017_4,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Female,Freshman
744,GC1_A_2017_4,Only somewhat typical of me,Quite typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Quite typical of me,Very typical of me,Very typical of me,Quite typical of me,Quite typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Female,Sophomore
746,GC1_B_2016_4,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Female,Freshman
747,GC1_A_2017_4,Not at all typical of me,Very typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Not at all typical of me,Quite typical of me,Quite typical of me,Male,Freshman
750,GC1_A_2016_4,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Freshman
754,GC1_B_2016_4,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Male,Freshman
756,GC1_A_2017_2,Quite typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Very typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Female,Junior
757,GC1_A_2017_2,Very typical of me,Very typical of me,Very typical of me,Quite typical of me,Very typical of me,Very typical of me,Quite typical of me,Very typical of me,Very typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Very typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Very typical of me,Female,Sophomore
760,GC1_A_2017_2,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Female,Sophomore
761,GC1_A_2017_2,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Only somewhat typical of me,Very typical of me,Very typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Female,Sophomore
762,GC1_C_2017_1,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Female,Freshman
765,GC1_A_2017_2,Only somewhat typical of me,Very typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Very typical of me,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Male,Freshman
